edge,execution,2023061606,scanpy_plot/1.7.1+galaxy1-9,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023061606,scanpy_plot/1.7.1+galaxy1-9,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023061606,scanpy_run_pca/1.8.1+3+galaxy0-0,error,Input staging problem: Test input file (scale_data.h5) cannot be found.
edge,execution,2023061606,scanpy_run_pca/1.8.1+3+galaxy0-0,error,Input staging problem: Test input file (scale_data.h5) cannot be found.
edge,execution,2023061606,table_compute/1.2.4+galaxy0-11,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023061606,table_compute/1.2.4+galaxy0-19,success,An expression is required and is allowed to contain only letters, numbers and the characters _ !-+=/*%.<>()
edge,execution,2023061606,table_compute/1.2.4+galaxy0-20,success,An expression is required and is allowed to contain only letters, numbers and the characters _ !-+=/*%.<>()
edge,execution,2023061606,table_compute/1.2.4+galaxy0-40,success,An expression is required and is allowed to contain only letters, numbers and the characters _ !-+=/*%.<>()
edge,execution,2023061606,table_compute/1.2.4+galaxy0-41,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,output,2023061606,trim_galore/0.6.3-0,failure,Job in error state.. tool_id: toolshed.g2.bx.psu.edu/repos/bgruening/trim_galore/trim_galore/0.6.3, exit_code: None, stderr: .
edge,output,2023061606,trim_galore/0.6.3-0,failure,Job in error state.. tool_id: toolshed.g2.bx.psu.edu/repos/bgruening/trim_galore/trim_galore/0.6.3, exit_code: None, stderr: .
edge,output,2023061606,trim_galore/0.6.3-0,failure,Job in error state.. tool_id: toolshed.g2.bx.psu.edu/repos/bgruening/trim_galore/trim_galore/0.6.3, exit_code: None, stderr: .
edge,output,2023042022,alevin/1.5.1+galaxy0-0,failure,Job in error state.. tool_id: toolshed.g2.bx.psu.edu/repos/bgruening/alevin/alevin/1.5.1+galaxy0, exit_code: None, stderr: .
edge,output,2023042022,alevin/1.5.1+galaxy0-0,failure,Job in error state.. tool_id: toolshed.g2.bx.psu.edu/repos/bgruening/alevin/alevin/1.5.1+galaxy0, exit_code: None, stderr: .
edge,execution,2023042022,alevin/1.5.1+galaxy0-1,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,output,2023042022,_dropletBarcodePlot/1.6.1+galaxy2-0,failure,Output plot_file:  different than expected, difference (using diff):
edge,execution,2023042022,dropletutils_empty_drops/1.0.4+galaxy0-0,error,Input staging problem: Test input file (raw_sce.rds) cannot be found.
edge,execution,2023042022,dropletutils_read_10x/1.0.4+galaxy0-0,error,Input staging problem: Test input file (matrix.mtx) cannot be found.
edge,execution,2023042022,anndata_export/0.7.5+galaxy0-0,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_export/0.7.5+galaxy0-1,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_export/0.7.5+galaxy1-0,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_export/0.7.5+galaxy1-1,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_import/0.7.5+galaxy0-4,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,output,2023042022,anndata_import/0.7.5+galaxy1-2,failure,Job in error state.. tool_id: toolshed.g2.bx.psu.edu/repos/iuc/anndata_import/anndata_import/0.7.5+galaxy1, exit_code: None, stderr: .
edge,output,2023042022,anndata_import/0.7.5+galaxy1-2,failure,Job in error state.. tool_id: toolshed.g2.bx.psu.edu/repos/iuc/anndata_import/anndata_import/0.7.5+galaxy1, exit_code: None, stderr: .
edge,output,2023042022,anndata_import/0.7.5+galaxy1-2,failure,Standard output of the job different than expected
edge,execution,2023042022,anndata_inspect/0.6.22.post1+galaxy1-0,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_inspect/0.6.22.post1+galaxy1-1,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_inspect/0.6.22.post1+galaxy1-10,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_inspect/0.6.22.post1+galaxy1-11,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_inspect/0.6.22.post1+galaxy1-12,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_inspect/0.6.22.post1+galaxy1-13,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_inspect/0.6.22.post1+galaxy1-14,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_inspect/0.6.22.post1+galaxy1-15,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_inspect/0.6.22.post1+galaxy1-2,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_inspect/0.6.22.post1+galaxy1-3,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_inspect/0.6.22.post1+galaxy1-4,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_inspect/0.6.22.post1+galaxy1-5,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_inspect/0.6.22.post1+galaxy1-6,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_inspect/0.6.22.post1+galaxy1-7,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_inspect/0.6.22.post1+galaxy1-8,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_inspect/0.6.22.post1+galaxy1-9,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_inspect/0.7.5+galaxy0-0,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_inspect/0.7.5+galaxy0-1,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_inspect/0.7.5+galaxy0-10,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_inspect/0.7.5+galaxy0-11,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_inspect/0.7.5+galaxy0-12,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_inspect/0.7.5+galaxy0-13,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_inspect/0.7.5+galaxy0-14,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_inspect/0.7.5+galaxy0-15,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_inspect/0.7.5+galaxy0-2,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_inspect/0.7.5+galaxy0-3,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_inspect/0.7.5+galaxy0-4,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_inspect/0.7.5+galaxy0-5,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_inspect/0.7.5+galaxy0-6,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_inspect/0.7.5+galaxy0-7,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_inspect/0.7.5+galaxy0-8,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_inspect/0.7.5+galaxy0-9,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_inspect/0.7.5+galaxy1-0,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_inspect/0.7.5+galaxy1-1,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_inspect/0.7.5+galaxy1-10,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_inspect/0.7.5+galaxy1-11,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_inspect/0.7.5+galaxy1-12,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_inspect/0.7.5+galaxy1-13,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_inspect/0.7.5+galaxy1-14,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_inspect/0.7.5+galaxy1-15,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_inspect/0.7.5+galaxy1-2,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_inspect/0.7.5+galaxy1-3,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_inspect/0.7.5+galaxy1-4,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_inspect/0.7.5+galaxy1-5,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_inspect/0.7.5+galaxy1-6,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_inspect/0.7.5+galaxy1-7,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_inspect/0.7.5+galaxy1-8,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_inspect/0.7.5+galaxy1-9,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_manipulate/0.7.5+galaxy0-0,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_manipulate/0.7.5+galaxy0-1,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_manipulate/0.7.5+galaxy0-10,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_manipulate/0.7.5+galaxy0-2,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_manipulate/0.7.5+galaxy0-3,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_manipulate/0.7.5+galaxy0-4,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_manipulate/0.7.5+galaxy0-5,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_manipulate/0.7.5+galaxy0-6,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_manipulate/0.7.5+galaxy0-7,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_manipulate/0.7.5+galaxy0-8,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_manipulate/0.7.5+galaxy0-9,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_manipulate/0.7.5+galaxy1-0,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_manipulate/0.7.5+galaxy1-1,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_manipulate/0.7.5+galaxy1-10,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_manipulate/0.7.5+galaxy1-2,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_manipulate/0.7.5+galaxy1-3,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_manipulate/0.7.5+galaxy1-4,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_manipulate/0.7.5+galaxy1-5,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_manipulate/0.7.5+galaxy1-6,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_manipulate/0.7.5+galaxy1-7,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_manipulate/0.7.5+galaxy1-8,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,anndata_manipulate/0.7.5+galaxy1-9,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,output,2023042022,dropletutils/1.10.0+galaxy1-4,failure,Job in error state.. tool_id: toolshed.g2.bx.psu.edu/repos/iuc/dropletutils/dropletutils/1.10.0+galaxy1, exit_code: None, stderr: .
edge,output,2023042022,dropletutils/1.10.0+galaxy1-4,failure,Job in error state.. tool_id: toolshed.g2.bx.psu.edu/repos/iuc/dropletutils/dropletutils/1.10.0+galaxy1, exit_code: None, stderr: .
edge,output,2023042022,dropletutils/1.10.0+galaxy1-4,failure,Job in error state.. tool_id: toolshed.g2.bx.psu.edu/repos/iuc/dropletutils/dropletutils/1.10.0+galaxy1, exit_code: None, stderr: .
edge,output,2023042022,dropletutils/1.10.0+galaxy1-4,failure,Job in error state.. tool_id: toolshed.g2.bx.psu.edu/repos/iuc/dropletutils/dropletutils/1.10.0+galaxy1, exit_code: None, stderr: .
edge,execution,2023042022,modify_loom/0.7.5+galaxy1-0,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,output,2023042022,raceid_clustering/0.2.3+galaxy2-1,failure,Job in error state.. tool_id: toolshed.g2.bx.psu.edu/repos/iuc/raceid_clustering/raceid_clustering/0.2.3+galaxy2, exit_code: None, stderr: .
edge,output,2023042022,raceid_clustering/0.2.3+galaxy2-1,failure,Job in error state.. tool_id: toolshed.g2.bx.psu.edu/repos/iuc/raceid_clustering/raceid_clustering/0.2.3+galaxy2, exit_code: None, stderr: .
edge,output,2023042022,raceid_clustering/0.2.3+galaxy2-1,failure,Job in error state.. tool_id: toolshed.g2.bx.psu.edu/repos/iuc/raceid_clustering/raceid_clustering/0.2.3+galaxy2, exit_code: None, stderr: .
edge,execution,2023042022,raceid_filtnormconf/0.2.3+galaxy0-4,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042022,raceid_filtnormconf/0.2.3+galaxy2-4,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,output,2023042022,raceid_inspectclusters/0.2.3+galaxy0-4,failure,Job in error state.. tool_id: toolshed.g2.bx.psu.edu/repos/iuc/raceid_inspectclusters/raceid_inspectclusters/0.2.3+galaxy0, exit_code: None, stderr: .
edge,output,2023042022,raceid_inspectclusters/0.2.3+galaxy0-4,failure,Job in error state.. tool_id: toolshed.g2.bx.psu.edu/repos/iuc/raceid_inspectclusters/raceid_inspectclusters/0.2.3+galaxy0, exit_code: None, stderr: .
edge,output,2023043022,vcfannotate/1.0.0_rc3+galaxy0-0,failure,Job in error state.. tool_id: toolshed.g2.bx.psu.edu/repos/devteam/vcfannotate/vcfannotate/1.0.0_rc3+galaxy0, exit_code: None, stderr: .
edge,output,2023043022,vcfannotate/1.0.0_rc3+galaxy0-0,failure,Job in error state.. tool_id: toolshed.g2.bx.psu.edu/repos/devteam/vcfannotate/vcfannotate/1.0.0_rc3+galaxy0, exit_code: None, stderr: .
edge,execution,2023051922,Add_a_column1/1.6-4,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023051922,scanpy_compute_graph/1.6.0+galaxy4-0,error,Input staging problem: Test input file (run_pca.h5) cannot be found.
edge,execution,2023051922,scanpy_compute_graph/1.6.0+galaxy4-1,error,Input staging problem: Test input file (run_pca.h5) cannot be found.
edge,execution,2023051922,scanpy_compute_graph/1.8.1+3+galaxy0-0,error,Input staging problem: Test input file (run_pca.h5) cannot be found.
edge,execution,2023051922,scanpy_compute_graph/1.8.1+3+galaxy0-1,error,Input staging problem: Test input file (run_pca.h5) cannot be found.
edge,execution,2023051922,scanpy_filter_cells/1.6.0+galaxy0-0,error,Input staging problem: Test input file (read_10x.h5) cannot be found.
edge,execution,2023051922,scanpy_filter_cells/1.8.1+3+galaxy0-0,error,Input staging problem: Test input file (read_10x.h5) cannot be found.
edge,execution,2023051922,scanpy_filter_genes/1.6.0+galaxy0-0,error,Input staging problem: Test input file (filter_cells.h5) cannot be found.
edge,execution,2023051922,scanpy_filter_genes/1.8.1+3+galaxy0-0,error,Input staging problem: Test input file (filter_cells.h5) cannot be found.
edge,execution,2023051922,scanpy_find_cluster/1.6.0+galaxy4-0,error,Input staging problem: Test input file (compute_graph.h5) cannot be found.
edge,execution,2023051922,scanpy_find_cluster/1.6.0+galaxy4-1,error,Input staging problem: Test input file (compute_graph.h5) cannot be found.
edge,execution,2023051922,scanpy_find_cluster/1.6.0+galaxy4-2,error,Input staging problem: Test input file (compute_graph.h5) cannot be found.
edge,execution,2023051922,scanpy_find_cluster/1.8.1+3+galaxy0-0,error,Input staging problem: Test input file (compute_graph.h5) cannot be found.
edge,execution,2023051922,scanpy_find_cluster/1.8.1+3+galaxy0-1,error,Input staging problem: Test input file (compute_graph.h5) cannot be found.
edge,execution,2023051922,scanpy_find_cluster/1.8.1+3+galaxy0-2,error,Input staging problem: Test input file (compute_graph.h5) cannot be found.
edge,execution,2023051922,scanpy_find_markers/1.6.0+galaxy3-0,error,Input staging problem: Test input file (louvain_1.0) cannot be found.
edge,execution,2023051922,scanpy_find_markers/1.6.0+galaxy3-1,error,Input staging problem: Test input file (louvain_1.0) cannot be found.
edge,execution,2023051922,scanpy_find_markers/1.8.1+3+galaxy0-0,error,Input staging problem: Test input file (louvain_1.0) cannot be found.
edge,execution,2023051922,scanpy_find_markers/1.8.1+3+galaxy0-1,error,Input staging problem: Test input file (louvain_1.0) cannot be found.
edge,execution,2023051922,scanpy_find_variable_genes/1.6.0+galaxy0-0,error,Input staging problem: Test input file (normalise_data.h5) cannot be found.
edge,execution,2023051922,scanpy_find_variable_genes/1.8.1+3+galaxy0-0,error,Input staging problem: Test input file (normalise_data.h5) cannot be found.
edge,execution,2023051922,scanpy_normalise_data/1.6.0+galaxy0-0,error,Input staging problem: Test input file (filter_genes.h5) cannot be found.
edge,execution,2023051922,scanpy_normalise_data/1.8.1+3+galaxy0-0,error,Input staging problem: Test input file (filter_genes.h5) cannot be found.
edge,execution,2023051922,scanpy_plot_embed/1.6.0+galaxy0-0,error,Input staging problem: Test input file (find_cluster.h5) cannot be found.
edge,execution,2023051922,scanpy_plot_embed/1.8.1+3+galaxy0-0,error,Input staging problem: Test input file (find_cluster.h5) cannot be found.
edge,execution,2023051922,scanpy_run_pca/1.6.0+galaxy1-0,error,Input staging problem: Test input file (scale_data.h5) cannot be found.
edge,execution,2023051922,scanpy_run_pca/1.8.1+3+galaxy0-0,error,Input staging problem: Test input file (scale_data.h5) cannot be found.
edge,execution,2023051922,scanpy_run_tsne/1.6.0+galaxy2-0,error,Input staging problem: Test input file (find_cluster.h5) cannot be found.
edge,execution,2023051922,scanpy_run_tsne/1.6.0+galaxy2-1,error,Input staging problem: Test input file (find_cluster.h5) cannot be found.
edge,execution,2023051922,scanpy_run_tsne/1.8.1+3+galaxy0-0,error,Input staging problem: Test input file (find_cluster.h5) cannot be found.
edge,execution,2023051922,scanpy_run_tsne/1.8.1+3+galaxy0-1,error,Input staging problem: Test input file (find_cluster.h5) cannot be found.
edge,execution,2023051922,scanpy_run_umap/1.6.0+galaxy1-0,error,Input staging problem: Test input file (find_cluster.h5) cannot be found.
edge,execution,2023051922,scanpy_run_umap/1.8.1+3+galaxy0-0,error,Input staging problem: Test input file (find_cluster.h5) cannot be found.
edge,execution,2023051922,scanpy_scale_data/1.6.0+galaxy0-0,error,Input staging problem: Test input file (find_variable_genes.h5) cannot be found.
edge,execution,2023051922,scanpy_scale_data/1.8.1+3+galaxy0-0,error,Input staging problem: Test input file (find_variable_genes.h5) cannot be found.
edge,execution,2023051922,regex1/1.0.1-1,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,output,2023051922,annotatemyids/3.14.0+galaxy1-2,failure,Output out_tab: Test output file (out_gokegg.tab) is missing. If you are using planemo, try adding --update_test_data to generate it.
edge,output,2023051922,annotatemyids/3.14.0+galaxy1-3,failure,Output out_tab: Test output file (out_gokegg_dupsrem.tab) is missing. If you are using planemo, try adding --update_test_data to generate it.
edge,output,2023051922,annotatemyids/3.14.0+galaxy1-4,failure,Output out_tab: Test output file (out_arabidopsis.tab) is missing. If you are using planemo, try adding --update_test_data to generate it.
edge,output,2023051922,annotatemyids/3.14.0+galaxy1-5,failure,Output out_tab: Test output file (out_gallus.tab) is missing. If you are using planemo, try adding --update_test_data to generate it.
edge,execution,2023050922,medaka_variant/1.0.3+galaxy7-2,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023050922,medaka_variant_pipeline/1.0.3+galaxy2-0,error,parameter 'ref_file': an invalid option ('bwa-mem-mt-genome') was selected (valid options: caeRem3,droGri1,danRer3,droAna3,mm10,cb3full,strePneu_R6,pseuAeru_UCBPP_PA14,sacCer2,priPac1,pUC18,caeJap3,eschColi_K12,tetNig1canon,hg19canon,Zea_mays_B73_RefGen_v2,danRer2,droPer1,Arabidopsis_thaliana_TAIR9,caeRem4,dp4,dm2,danRer4,bordBron,droVir3,hg19female,oryCun2,danRer7,oviAri1,danRer10,aplCal1,melGal1,droMoj1,monDom1,fr1,turTru2,mm7,panTro3full,Bombyx_mori_p50T_2.0,galGal3canon,mm9canon,calJac3,criGri1,ci2canon,canFam2,otoGar1,mm7canon,bosTauMd3,burkPseu_K96243,Spur_v2.6,IscaW1,oryLat2canon,bosTau6,musFur1,venter1,hg19chrX,sarHar1,gadMor1,droMoj3,vicPac1,anoGam1,papHam1,hg38female,aptMan1,ce5,rn6,caePb1,oryLat1,tupBel1,Homo_sapiens_nuHg19_mtrCRS,loxAfr1,papAnu2,ce4,bosTau2,droYak2,27835,dipOrd1,loxAfr3,hg18chr21,caePb2,rn5,hg19,caeRem1,galGal3,baciSubt,ornAna1,pseuAeru_PAO1,droSec1,strPur3,gasAcu1,felCat3,eschColi_O157H7_EC4115,xenTro2,panTro2canon,dp3,Sscrofa9.58,ente638,hetGla1,eschColi_O157H7_EDL933,galGal2,Xanthomonas_oryzae_KACC10331,Araly1,burkPseu_1710B,panPan1,dm3,myoLuc2,Tcacao_1.0,rn3,sacCer1,mm9female,melUnd1,burkPseu_1106A,hg18canon,tarSyr1,vicPac2,anoCar2,oryza_sativa_japonica_nipponbare_IRGSP4.0,gorGor3,panTro1canon,tetNig2canon,mm9,Hydra_JCVI,calJac3canon,susScr2,droEre1,eschColi_K12_DH10B,AgamP3,AaegL1,hg18,mm8canon,Ptrichocarpa_156,caeJap2,hg17canon,rheMac3,ce9,droAna2,droEre2,dasNov1,micMur1,bosTau3,eschColi_K12_W3110,caeRem2,droWil1,droGri2,xenTro3,hg18nohaps,strPur2,droYak1,choHof1,droVir1,caePb3,Homo_sapiens_AK1,oryCun1,triCas2,chrPic1,danRer6,equCab2chrM,taeGut2,Arabidopsis_thaliana_TAIR10,panTro2,cerSim1,rn3canon,burkPseu_668,rn4canon,saiBol1,ce6,cavPor3,panTro3canon,susScr3,canFam3,eschColi_CFT073,tetNig1,eschColi_APEC_O1,equCab1,otoGar3,nomLeu2,ce2,hg38,ci2full,danRer5,hg_g1k_v37,phiX,bosTau4,geoFor1,felCat4,monDom4,braFlo1,panTro4,bosTau5,galGal2canon,dasNov3,lMaj5,sacCer3,CHM13_T2T_v2.0,Amel_4.5,oryLat2,dm6,Xanthomonas_oryzae_MAFF_311018,monDom5,Tcas_3.0,droMoj2,apiMel1,hg19chrM,ailMel1,felCat4canon,xenTro1,susScr1,ce8,petMar1,tetNig2,hg17,equCab2,borEut13,rn4,eschColi_O157H7_TW14359,taeGut1canon,latCha1,bosTau8,ce10,nomLeu1,Xanthomonas_oryzae_PXO99A,felCat5,eriEur1,bosTau7,sorAra1,hg19_rCRS_pUC18_phiX174,ponAbe2,Schizosaccharomyces_pombe_1.1,droAna1,calJac1,hg38canon,caeJap1,eschColi_O157H7,caeJap4,felCat8,panTro1,droVir2,fr2,apiMel3,ce3,rheMac2,apiMel4,pseuAeru_PA7,echTel1,CpipJ1,canFam1,nomLeu3,PhumU1,allMis1,ce7,taeGut1,galGal4,anoCar1,speTri2,cb3canon,droSim1,apiMel2,mm8)
edge,execution,2023050922,mummer_mummerplot/4.0.0beta2+galaxy1-0,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,output,2023050922,porechop/0.2.3-1,failure,Job in error state.. tool_id: toolshed.g2.bx.psu.edu/repos/iuc/porechop/porechop/0.2.3, exit_code: None, stderr: .
edge,output,2023050922,porechop/0.2.3-1,failure,Job in error state.. tool_id: toolshed.g2.bx.psu.edu/repos/iuc/porechop/porechop/0.2.3, exit_code: None, stderr: .
edge,output,2023050922,poretools_events/0.6.1a1.1-0,failure,Job in error state.. tool_id: toolshed.g2.bx.psu.edu/repos/iuc/poretools_events/poretools_events/0.6.1a1.1, exit_code: 1, stderr: Traceback (most recent call last):
edge,output,2023050922,poretools_events/0.6.1a1.1-0,failure,Job in error state.. tool_id: toolshed.g2.bx.psu.edu/repos/iuc/poretools_events/poretools_events/0.6.1a1.1, exit_code: 1, stderr: Traceback (most recent call last):
edge,output,2023050922,poretools_events/0.6.1a1.1-1,failure,Job in error state.. tool_id: toolshed.g2.bx.psu.edu/repos/iuc/poretools_events/poretools_events/0.6.1a1.1, exit_code: 1, stderr: Traceback (most recent call last):
edge,output,2023050922,poretools_events/0.6.1a1.1-1,failure,Job in error state.. tool_id: toolshed.g2.bx.psu.edu/repos/iuc/poretools_events/poretools_events/0.6.1a1.1, exit_code: 1, stderr: Traceback (most recent call last):
edge,execution,2023050922,poretools_qualpos/0.6.1a1.1-0,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,output,2023050922,poretools_yield_plot/0.6.1a1.1-0,failure,Job in error state.. tool_id: toolshed.g2.bx.psu.edu/repos/iuc/poretools_yield_plot/poretools_yield_plot/0.6.1a1.1, exit_code: None, stderr: .
